"Date","Year","Month","Time","Hour","Street1","Street2","AtFault","SecondVehicle","Fatalities","Violation","HitRun","County","City","Lighting","RoadSurface","Injured"
"2006-08-03","2006","August","12:57",12,"Bollinger Canyon Rd","Dougherty Rd","No_Fault","Bicyclist",0,"Unsafe Speed",FALSE,"Contra Costa","San Ramon","Daylight","Dry",1
"2006-08-03","2006","August","12:15",12,"Fruitvale Av","East 9th St","Auto","Bicyclist",0,"Improper Turning",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2006-08-03","2006","August","11:57",11,"Phoenix Dr","East Travis Bl","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Solano","Fairfield","Daylight","Dry",1
"2006-08-03","2006","August","9:00",9,"Mcallister St","Gough St","Auto","Bicyclist",0,"Other Hazardous Violation",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2006-08-03","2006","August","8:45",8,"West Grand Av","Isabella St","Auto","Bicyclist",0,"Automobile Right Of Way",TRUE,"Alameda","Oakland","Daylight","Dry",1
"2006-08-03","2006","August","8:00",8,"Martin Av","Lafayette St","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Santa Clara","Santa Clara","Daylight","Dry",1
"2006-08-02","2006","August","18:00",18,"Washington Bl","Palm Av","No_Fault","Bicyclist",0,"Other Than Driver (Or Pedestrian)",FALSE,"Alameda","Fremont","Daylight","Dry",1
"2006-08-02","2006","August","17:58",17,"Polk St","Ofarrell","Bicyclist","Auto",0,"Unsafe Speed",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2006-08-02","2006","August","15:42",15,"Meridian Av","Keesling","No_Fault","Bicyclist",0,"",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2006-08-02","2006","August","14:05",14,"Hobart Av","Rt 82","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"San Mateo","San Mateo","Daylight","Dry",1
"2006-08-02","2006","August","13:16",13,"Tennessee St","Tuolumne St","Bicyclist","Auto",0,"Other Hazardous Violation",FALSE,"Solano","Vallejo","Daylight","Dry",1
"2006-08-02","2006","August","12:14",12,"Rt 238","Lafayette Av","No_Fault","Bicyclist",0,"Wrong Side Of Road",FALSE,"Alameda","Union City","Daylight","Dry",1
"2006-08-02","2006","August","11:03",11,"Fulton Rd","Jenes Ln","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Sonoma","Santa Rose","Daylight","Dry",1
"2006-08-01","2006","August","20:57",20,"N Jackson Av","Mckee Rd","No_Fault","Bicyclist",0,"",TRUE,"Santa Clara","San Jose","Dark - Street Lights","Dry",1
"2006-08-01","2006","August","20:00",20,"Van Ness Av","Eddy St","No_Fault","Bicyclist",0,"Other Improper Driving",FALSE,"San Francisco","San Francisco","Dusk - Dawn","Dry",1
"2006-08-01","2006","August","19:42",19,"Patterson Park Rd","Arlene Wy","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Alameda","Livermore","Daylight","Dry",0
"2006-08-01","2006","August","18:40",18,"Shattuck Av","Woolsey St","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2006-08-01","2006","August","18:30",18,"Main St","Sahara Wy","Bicyclist","Auto",0,"",FALSE,"Santa Clara","Santa Clara","Dusk - Dawn","Dry",1
"2006-08-01","2006","August","16:05",16,"Otis St","Brady St","No_Fault","Bicyclist",0,"",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2006-08-01","2006","August","15:58",15,"Edenbury Ln","Lynx Dr","Bicyclist","Auto",0,"",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2006-08-01","2006","August","11:31",11,"Almaden Bl","Ascot Wy","Bicyclist","Bicyclist",0,"Wrong Side Of Road",FALSE,"Alameda","Union City","Daylight","Dry",1
"2006-08-01","2006","August","9:59",9,"El Embarcadero","Lakeshore Av","Bicyclist","Auto",0,"Wrong Side Of Road",TRUE,"Alameda","Oakland","Daylight","Dry",1
"2006-08-01","2006","August","8:50",8,"East Castro Valley Bl","Nugget Canyon Dr","Auto","Bicyclist",0,"Unsafe Starting Or Breaking",FALSE,"Alameda","Alameda Sheriff's Code","Daylight","Dry",1
"2006-08-01","2006","August","8:37",8,"Oakland Av","Pacific St","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Contra Costa","Concord","Daylight","Dry",1
"2006-08-01","2006","August","8:30",8,"Scott St","California St","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2006-08-01","2006","August","8:03",8,"West 2nd St","K St","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Solano","Benicia","Daylight","Dry",0
"2006-07-31","2006","July","20:53",20,"Evelyn Av","Rt 85","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","Mountain View","Dark - Street Lights","Dry",1
"2006-07-31","2006","July","19:25",19,"University Av","Shattuck Av","Parked_Auto","Bicyclist",0,"Other Hazardous Violation",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2006-07-31","2006","July","17:21",17,"Huntington Av","Forrest Ln","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"San Mateo","San Bruno","Daylight","Dry",0
"2006-07-31","2006","July","17:18",17,"Lilac St","Begonia St","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Alameda","Union City","Daylight","Dry",1
"2006-07-31","2006","July","10:59",10,"Velasco Av","Pueblo St","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2006-07-31","2006","July","8:38",8,"Palm Dr","Crossway Rd","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"San Mateo","Burlingame","Daylight","Dry",1
"2006-07-30","2006","July","20:22",20,"Powell St","Sutter St","Solo_Accident","Bicyclist",0,"Improper Turning",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2006-07-30","2006","July","18:40",18,"Dry Creek Rd","Lytton Springs Rd","Auto","Bicyclist",0,"Unsafe Speed",FALSE,"Sonoma","Sonoma Sheriff's Code","Daylight","Dry",1
"2006-07-30","2006","July","18:30",18,"Pinehurst Rd","Canyon Rd","Auto","Bicyclist",0,"Improper Turning",FALSE,"Contra Costa","Contra Costa Sheriff's Code","Daylight","Dry",1
"2006-07-30","2006","July","17:35",17,"Tully Rd","Huran Dr","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2006-07-30","2006","July","17:24",17,"Valle Vista St","Fairgrounds Dr","Solo_Accident","Bicyclist",0,"Automobile Right Of Way",TRUE,"Solano","Vallejo","Daylight","Dry",1
"2006-07-30","2006","July","16:25",16,"Rt 35","Bunker Hill Dr","Solo_Accident","Bicyclist",0,"Improper Turning",FALSE,"San Mateo","San Mateo Sheriff's Code","Daylight","Dry",1
"2006-07-30","2006","July","15:34",15,"1st St","Ryland Park Dr","Bicyclist","Bicyclist",0,"Driving Or Bycicling Under The Influence Of Alcohol Or Drug",FALSE,"Santa Clara","San Jose","Daylight","Dry",2
"2006-07-30","2006","July","10:54",10,"Rt 82","Valparaiso Av","Auto","Bicyclist",0,"Unsafe Speed",FALSE,"San Mateo","Antherton","Daylight","Dry",0
"2006-07-30","2006","July","10:18",10,"Lakeville St","D St","Auto","Bicyclist",0,"Traffic Signals And Signs",TRUE,"Sonoma","Petaluma","Daylight","Dry",1
"2006-07-30","2006","July","8:00",8,"Pleasants Valley Rd","Mix Canyon Rd","No_Fault","Bicyclist",0,"Other Than Driver (Or Pedestrian)",FALSE,"Solano","Solano Sherrif's Code","Daylight","Dry",1
"2006-07-29","2006","July","16:11",16,"Lassen St","Carlson Bl","Auto","Bicyclist",0,"Pedestrian Right Of Way",FALSE,"Contra Costa","El Cerrito","Daylight","Dry",1
"2006-07-29","2006","July","15:45",15,"Skyline Bl","Skyline Bl 8000 Blk","Auto","Bicyclist",1,"Wrong Side Of Road",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2006-07-29","2006","July","15:27",15,"Cortez Av","Bal Harbor Wy","Bicyclist","Auto",0,"",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2006-07-29","2006","July","13:23",13,"Silverado Trl","Madrone Knoll Wy","No_Fault","Bicyclist",0,"Other Than Driver (Or Pedestrian)",FALSE,"Napa","Napa Sheriff's Code","Daylight","Dry",1
"2006-07-29","2006","July","11:40",11,"San Tomas Expwy","Dell Av","Auto","Bicyclist",0,"Unsafe Speed",FALSE,"Santa Clara","Campbell","Daylight","Dry",1
"2006-07-29","2006","July","11:00",11,"Lyon St","Mason St","No_Fault","Bicyclist",0,"Unknown",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2006-07-28","2006","July","22:10",22,"Parsons Av","Christensen Ln","Bicyclist","Auto",0,"Driving Or Bycicling Under The Influence Of Alcohol Or Drug",FALSE,"Alameda","Alameda Sheriff's Code","Dark - Street Lights","Dry",1
"2006-07-28","2006","July","18:36",18,"South Delaware St","1st Av","Auto","Bicyclist",0,"Improper Turning",FALSE,"San Mateo","San Mateo","Daylight","Dry",1
"2006-07-28","2006","July","18:27",18,"Beelard Dr","Adobe Dr","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Solano","Vacaville","Daylight","Dry",1
"2006-07-28","2006","July","17:00",17,"Saratoga Dr","Poinsettia Av","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"San Mateo","San Mateo","Daylight","Dry",1
"2006-07-28","2006","July","16:35",16,"Alcatraz Av","Sacramento St","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2006-07-28","2006","July","16:30",16,"Keel Dr","Starboard Dr","Auto","Bicyclist",0,"Unsafe Speed",FALSE,"Solano","Suisun City","Daylight","Dry",1
"2006-07-28","2006","July","16:30",16,"Rt 123","Bancroft Wy","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2006-07-28","2006","July","16:25",16,"Union Av","Woodard Rd","No_Fault","Bicyclist",0,"",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2006-07-28","2006","July","13:48",13,"Milvia St","University Av","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2006-07-28","2006","July","11:55",11,"Fremont Bl","Mowry Av","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Fremont","Daylight","Dry",1
"2006-07-28","2006","July","11:52",11,"Middlefield Rd","Colorado","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Santa Clara","Palo Alto","Daylight","Dry",1
"2006-07-28","2006","July","11:40",11,"Polk St","Ellis St","Auto","Bicyclist",0,"Improper Turning",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2006-07-28","2006","July","10:43",10,"Shoreline Bl","Villa St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","Mountain View","Daylight","Dry",1
"2006-07-28","2006","July","10:10",10,"Euclid Av","Keith","Auto","Bicyclist",0,"Improper Turning",FALSE,"Alameda","Berkely","Daylight","Dry",0
"2006-07-28","2006","July","2:00",2,"Monument Bl","Meadow Ln","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Contra Costa","Concord","Dark - Street Lights","Dry",1
"2006-07-27","2006","July","18:14",18,"Marchbanks Dr","Ygnacio Valley Rd","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Contra Costa","Walnut Creek","Daylight","Dry",1
"2006-07-27","2006","July","15:20",15,"El Camino Real","San Antonio Rd","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","Los Altos","Daylight","Dry",1
"2006-07-27","2006","July","15:16",15,"Rt 82","Belmont Av","No_Fault","Bicyclist",0,"Automobile Right Of Way",FALSE,"San Mateo","San Carlos","Daylight","Dry",1
"2006-07-27","2006","July","15:15",15,"Harvey St","57th Av","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2006-07-27","2006","July","15:10",15,"Meridian Av","Portobelo Dr","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2006-07-27","2006","July","14:28",14,"Sonoma Av","Shortt Rd","Bicyclist","Auto",0,"Improper Turning",FALSE,"Sonoma","Santa Rose","Daylight","Dry",1
"2006-07-27","2006","July","14:16",14,"Mason St","Turk St","Auto","Bicyclist",0,"Unsafe Starting Or Breaking",TRUE,"San Francisco","San Francisco","Daylight","Dry",1
"2006-07-27","2006","July","12:25",12,"35th St","West St","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Alameda","Oakland","Daylight","Dry",2
"2006-07-27","2006","July","12:10",12,"4th St","Coombs St","Bicyclist","Auto",0,"Wrong Side Of Road",TRUE,"Napa","Napa","Daylight","Dry",0
"2006-07-26","2006","July","12:14",12,"Rt 101","Lana","No_Fault","Bicyclist",0,"Unknown",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2006-07-26","2006","July","10:25",10,"Cherry Ln","Cora Ct","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Contra Costa","Contra Costa Sheriff's Code","Daylight","Dry",1
"2006-07-26","2006","July","7:14",7,"Autocenter Dr","Mahogany Wy","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Contra Costa","Antioch","Daylight","Dry",1
"2006-07-25","2006","July","20:13",20,"Arguello Bl","Encanto Wy","No_Fault","Bicyclist",0,"Automobile Right Of Way",FALSE,"San Mateo","Pacifica","Dusk - Dawn","Dry",1
"2006-07-25","2006","July","18:35",18,"Danville Bl","Jackson Wy","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Contra Costa","Contra Costa Sheriff's Code","Daylight","Dry",1
"2006-07-25","2006","July","18:15",18,"Galvez St","Arboretum","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Santa Clara","Santa Clara Sheriff's Code","Daylight","Dry",1
"2006-07-25","2006","July","17:48",17,"El Camino Real","Bowe","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Santa Clara","Santa Clara","Daylight","Dry",0
"2006-07-25","2006","July","17:37",17,"Wildcat Canyon Rd","Sunset Ln","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2006-07-25","2006","July","16:55",16,"Boyes Bl","Greger St","Solo_Accident","Bicyclist",0,"Driving Or Bycicling Under The Influence Of Alcohol Or Drug",FALSE,"Sonoma","Sonoma Sheriff's Code","Daylight","Dry",1
"2006-07-25","2006","July","15:00",15,"Great Highway","Wawona St","Auto","Bicyclist",0,"Unsafe Speed",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2006-07-25","2006","July","12:52",12,"Rt 9","Rose Av","No_Fault","Bicyclist",0,"Automobile Right Of Way",FALSE,"Santa Clara","Monte Sereno","Daylight","Dry",2
"2006-07-25","2006","July","11:55",11,"Hartz Av","School St","Auto","Bicyclist",0,"Improper Turning",FALSE,"Contra Costa","Danville","Daylight","Dry",1
"2006-07-25","2006","July","10:55",10,"Baines Av","Vallejo Av","Auto","Bicyclist",0,"Unsafe Speed",FALSE,"Sonoma","Sonoma Sheriff's Code","Daylight","Dry",1
"2006-07-25","2006","July","9:55",9,"Pierce Rd","Quarry Rd","Auto","Bicyclist",0,"Driving Or Bycicling Under The Influence Of Alcohol Or Drug",FALSE,"Santa Clara","Saratoga","Daylight","Dry",1
"2006-07-25","2006","July","8:55",8,"W Hedding St","South Bascom Av","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2006-07-24","2006","July","21:46",21,"Rt 82","Linden Av","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"San Mateo","Millbrae","Dark - Street Lights","Dry",1
"2006-07-24","2006","July","20:35",20,"Moores Av","Birch St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Newark","Dusk - Dawn","Dry",1
"2006-07-24","2006","July","20:17",20,"Grant St","University Av","Solo_Accident","Bicyclist",0,"",FALSE,"Alameda","Berkely","Dusk - Dawn","Dry",1
"2006-07-24","2006","July","19:42",19,"Portola Dr","Dell Valle","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Alameda","San Leandro","Daylight","Dry",1
"2006-07-24","2006","July","17:48",17,"Webster St","Ellis St","Solo_Accident","Bicyclist",0,"Unsafe Speed",FALSE,"San Francisco","San Francisco","Dusk - Dawn","Dry",1
"2006-07-24","2006","July","12:40",12,"South Winchester Bl","Tisch Wy","Auto","Bicyclist",0,"",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2006-07-24","2006","July","11:09",11,"W San Carlos St","Race St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","Santa Clara Sheriff's Code","Daylight","Dry",1
"2006-07-23","2006","July","21:23",21,"Camden Av","Oakwood Av","Bicyclist","Auto",0,"Automobile Right Of Way",TRUE,"Santa Clara","San Jose","Dark - Street Lights","Dry",1
"2006-07-23","2006","July","20:32",20,"62nd Av","Hilton St","Bicyclist","Parked_Auto",0,"Improper Turning",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2006-07-23","2006","July","0:18",0,"Rt 123","Murray St","Auto","Bicyclist",0,"Unsafe Speed",TRUE,"Alameda","Berkely","Dark - Street Lights","Dry",1
"2006-07-22","2006","July","13:31",13,"Marlesta Rd","Mc Donald Dr","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Contra Costa","Pinole","Daylight","Dry",1
"2006-07-22","2006","July","12:00",12,"Washington Av","Town Center Ln","Solo_Accident","Bicyclist",0,"",FALSE,"Santa Clara","Sunnyvale","Daylight","Dry",1
"2006-07-22","2006","July","11:23",11,"Rt 84","Mpm 84 Sm 14.95","Auto","Bicyclist",0,"Improper Passing",FALSE,"San Mateo","San Mateo","Daylight","Dry",1
"2006-07-22","2006","July","10:32",10,"Corte Madera Av","1st St","Solo_Accident","Bicyclist",0,"Unsafe Speed",FALSE,"Marin","Corte Madera","Daylight","Dry",1
"2006-07-22","2006","July","8:40",8,"Metcalf Rd","Malech Rd","Auto","Bicyclist",0,"Improper Turning",FALSE,"Santa Clara","Santa Clara Sheriff's Code","Daylight","Dry",1
"2006-07-21","2006","July","21:15",21,"Pine St","Court St","Bicyclist","Auto",0,"Unsafe Speed",FALSE,"Contra Costa","Martinez","Dark - Street Lights","Dry",0
"2006-07-21","2006","July","20:00",20,"West American Canyon Rd","Chaucer","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Napa","American Canyon","Daylight","Dry",1
"2006-07-21","2006","July","19:12",19,"Clayton Rd","Lavetta Wy","Solo_Accident","Bicyclist",0,"Wrong Side Of Road",FALSE,"Contra Costa","Concord","Daylight","Dry",1
"2006-07-21","2006","July","18:41",18,"Market St","New Montgomery St","Bicyclist","Auto",0,"Traffic Signals And Signs",TRUE,"San Francisco","San Francisco","Daylight","Dry",0
"2006-07-21","2006","July","17:55",17,"Guerneville Rd","Laguna Rd","Auto","Bicyclist",0,"Improper Turning",FALSE,"Sonoma","Sonoma Sheriff's Code","Daylight","Dry",1
"2006-07-21","2006","July","17:27",17,"El Camino Real","Sylvan Av","Auto","Bicyclist",0,"Pedestrian Right Of Way",FALSE,"Santa Clara","Mountain View","Daylight","Dry",0
"2006-07-21","2006","July","16:46",16,"King Rd","Mckee Rd","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2006-07-21","2006","July","16:38",16,"Calaroga Av","Skokie Ln","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Hayward","Daylight","Dry",1
"2006-07-21","2006","July","15:40",15,"Hill Rd","E Main Av","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","Santa Clara Sheriff's Code","Daylight","Dry",2
"2006-07-21","2006","July","14:07",14,"Contra Costa Bl","Golf Club Rd","Bicyclist","Auto",0,"Other Improper Driving",FALSE,"Contra Costa","Pleasant Hill","Daylight","Dry",1
"2006-07-21","2006","July","11:58",11,"Burlingame Av","Rt 82","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"San Mateo","Burlingame","Daylight","Dry",1
"2006-07-21","2006","July","10:45",10,"Page Mill Rd","Rt 280","Auto","Bicyclist",0,"Unsafe Speed",FALSE,"Santa Clara","Santa Clara Sheriff's Code","Daylight","Dry",1
"2006-07-21","2006","July","10:20",10,"Newcomb Av","Newhall St","Bicyclist","Auto",0,"Improper Passing",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2006-07-21","2006","July","9:53",9,"Bridgeway","Light Standard 321y","Auto","Bicyclist",0,"Other Hazardous Violation",FALSE,"Marin","Sausalito","Daylight","Dry",1
"2006-07-21","2006","July","8:55",8,"Tennessee","Shasta St","Bicyclist","Auto",0,"Improper Passing",FALSE,"Solano","Vallejo","Daylight","Dry",1
"2006-07-21","2006","July","8:00",8,"Bridgeway","Anchor St","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Marin","Sausalito","Daylight","Dry",1
"2006-07-21","2006","July","8:00",8,"Bel Marin Keys Dr","Nave Dr","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Marin","Novato","Daylight","Dry",1
"2006-07-21","2006","July","7:58",7,"Alcatraz Av","Sacramento St","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2006-07-21","2006","July","6:41",6,"E 2nd St","Stone Rd","No_Fault","Bicyclist",0,"Unknown",FALSE,"Solano","Benicia","Daylight","Dry",1
"2006-07-21","2006","July","0:00",0,"Canal St","Bahia Wy","Auto","Bicyclist",0,"Unsafe Speed",FALSE,"Marin","San Raphael","Daylight","Dry",0
"2006-07-20","2006","July","19:29",19,"Winchester Bl","Payne Av","Auto","Bicyclist",0,"Other Hazardous Violation",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2006-07-20","2006","July","19:25",19,"Shattuck Av","52nd St","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2006-07-20","2006","July","18:53",18,"East 3rd Av","S Claremont St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"San Mateo","San Mateo","Daylight","Dry",1
"2006-07-20","2006","July","17:15",17,"Chestnut St","32nd St","Bicyclist","Auto",0,"Wrong Side Of Road",TRUE,"Alameda","Oakland","Daylight","Dry",1
"2006-07-20","2006","July","16:32",16,"Russell St","King St","Auto","Bicyclist",0,"Improper Passing",TRUE,"Alameda","Berkely","Daylight","Dry",0
"2006-07-20","2006","July","12:45",12,"King Rd","Rt 680","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2006-07-20","2006","July","12:15",12,"Mission View Dr","Leslie St","Bicyclist","Auto",0,"Wrong Side Of Road",TRUE,"Alameda","Fremont","Daylight","Dry",1
"2006-07-20","2006","July","10:03",10,"8th St","Bryant St","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2006-07-20","2006","July","7:33",7,"Rock St","Sierra Vista","No_Fault","Bicyclist",0,"Unknown",FALSE,"Santa Clara","Mountain View","Daylight","Dry",1
"2006-07-19","2006","July","22:24",22,"South King Rd","Story Rd","No_Fault","Bicyclist",0,"",FALSE,"Santa Clara","San Jose","Dark - Street Lights","Dry",1
"2006-07-19","2006","July","21:55",21,"22nd St","Fair Oaks St","Bicyclist","Auto",0,"Brakes",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Dry",1
"2006-07-19","2006","July","19:51",19,"Harrison St","Sherman St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2006-07-19","2006","July","19:47",19,"Story Rd","Mclaughlin Av","No_Fault","Bicyclist",0,"",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2006-07-19","2006","July","18:00",18,"Rt 185","W Joaquin Av","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","San Leandro","Daylight","Dry",1
"2006-07-19","2006","July","17:49",17,"Bellam Bl","Andersen Dr","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Marin","San Raphael","Daylight","Dry",0
"2006-07-19","2006","July","17:36",17,"Hostetter Rd","Light Pole #7n142","Auto","Bicyclist",0,"Other Hazardous Violation",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2006-07-19","2006","July","17:12",17,"Bay Rd","321  Bay Rd","Solo_Accident","Bicyclist",0,"Unsafe Speed",FALSE,"San Mateo","Menlo Park","Daylight","Dry",1
"2006-07-19","2006","July","16:38",16,"Broadway St","Cordelia St","Bicyclist","Parked_Auto",0,"Unsafe Lane Change",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2006-07-19","2006","July","16:37",16,"Bridgeway","Bridge St","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Marin","Sausalito","Daylight","Dry",1
"2006-07-19","2006","July","14:35",14,"Grant Av","Beach St","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2006-07-19","2006","July","13:32",13,"Eddy St","Larkin St","Auto","Bicyclist",0,"Other Hazardous Violation",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2006-07-19","2006","July","13:30",13,"E Lewelling Bl","Via Granada","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Alameda Sheriff's Code","Daylight","Dry",1
"2006-07-19","2006","July","9:53",9,"Minnesota St","19th St","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2006-07-19","2006","July","8:50",8,"Railroad Av","South P St","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Alameda","Livermore","Daylight","Dry",1
"2006-07-18","2006","July","16:15",16,"Escobar St","Talbart St","Bicyclist","Parked_Auto",0,"Improper Turning",FALSE,"Contra Costa","Martinez","Daylight","Dry",1
"2006-07-18","2006","July","10:03",10,"Foxworthy Av","Cyrus Av","Auto","Bicyclist",0,"Unsafe Starting Or Breaking",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2006-07-18","2006","July","9:53",9,"Page Mill Rd","Hanover St","Auto","Bicyclist",0,"Pedestrian Right Of Way",FALSE,"Santa Clara","Palo Alto","Daylight","Dry",1
"2006-07-18","2006","July","8:30",8,"Grant Av","Washington Av","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Alameda Sheriff's Code","Daylight","Dry",1
"2006-07-17","2006","July","21:50",21,"Lincoln Av","El Camino Real","Auto","Bicyclist",0,"Wrong Side Of Road",TRUE,"San Mateo","Burlingame","Dark - Street Lights","Dry",1
"2006-07-17","2006","July","21:20",21,"Village Pkwy","Lewis Av","Auto","Bicyclist",0,"Driving Or Bycicling Under The Influence Of Alcohol Or Drug",FALSE,"Alameda","Dublin","Dark - Street Lights","Dry",1
"2006-07-17","2006","July","19:56",19,"Mcbryde","28th St","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Contra Costa","Richmond","Daylight","Dry",1
"2006-07-17","2006","July","17:22",17,"S Ashton Av","Lake St","Bicyclist","Parked_Auto",0,"Unsafe Speed",FALSE,"San Mateo","Millbrae","Daylight","Dry",1
"2006-07-17","2006","July","17:08",17,"Edinburgh St","Sonora Dr","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"San Mateo","San Mateo","Daylight","Dry",1
"2006-07-17","2006","July","16:01",16,"University Av","Waverley St","Auto","Bicyclist",0,"Automobile Right Of Way",TRUE,"Santa Clara","Palo Alto","Daylight","Dry",1
